date,kinetic_score,narrative_volume,sentiment_score
2019-12-02,6,47,0.5498816644778151
2019-12-03,3,38,0.510730736336004
2019-12-04,3,41,0.4092522828585137
2019-12-05,1,55,0.4322363294614627
2019-12-06,0,25,0.5312914244897471
2019-12-07,5,35,0.24530653132772
2019-12-08,2,42,0.4985464524646742
2019-12-09,1,40,0.38564693022956087
2019-12-10,1,51,0.46785905173928033
2019-12-11,3,35,0.606461974116075
2019-12-12,0,33,0.2858746797640137
2019-12-13,1,52,0.6202827006009278
2019-12-14,1,48,0.3007731213340136
2019-12-15,2,37,0.5149120140059937
2019-12-16,2,31,0.2564415320482939
2019-12-17,1,35,0.3679531907086912
2019-12-18,1,40,0.47297007471678554
2019-12-19,3,35,0.38590956507519175
2019-12-20,1,33,0.25050547141867147
2019-12-21,1,42,0.5225199472673184
2019-12-22,1,33,0.415334663856989
2019-12-23,4,47,0.49432732980064065
2019-12-24,2,33,0.41783374849415805
2019-12-25,3,42,0.4755053348889577
2019-12-26,0,29,0.4461859311975683
2019-12-27,2,47,0.5872061423949686
2019-12-28,2,40,0.42434490194471264
2019-12-29,0,40,0.557692282529285
2019-12-30,2,48,0.3784483180741679
2019-12-31,0,37,0.38594705434925125
2020-01-01,0,25,0.4942785525321853
